,Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,Tx,DwTx,Tn,DwTn,P,DwP,Pd,HDD,CDD,year,month,province_full_name,region
71379,-125.216,48.786,CAPE BEALE LIGHT,1031316,BC,5.3,0.0,10.0,0.0,-4.0,0.0,272.7,0.0,19.0,356.7,0.0,2023,2,British Columbia,Western
71382,-125.923,49.111,LENNARD ISLAND,1034600,BC,5.3,0.0,12.0,0.0,-2.0,0.0,526.6,0.0,21.0,356.6,0.0,2023,2,British Columbia,Western
71383,-124.655,48.859,NITINAT RIVER HATCHERY,1035612,BC,3.7,0.0,12.0,0.0,-8.0,0.0,420.5,0.0,19.0,399.1,0.0,2023,2,British Columbia,Western
71384,-126.617,49.6,NOOTKA LIGHTSTATION,1035614,BC,4.6,0.0,11.0,0.0,-3.0,0.0,295.2,0.0,22.0,374.4,0.0,2023,2,British Columbia,Western
71397,-123.541,49.386,GIBSONS GOWER POINT,1043152,BC,4.5,0.0,10.0,0.0,-5.0,0.0,105.0,0.0,16.0,378.1,0.0,2023,2,British Columbia,Western
71402,-124.5,49.834,POWELL RIVER A,1046391,BC,3.2,0.0,10.0,0.0,-6.5,0.0,55.3,0.0,14.0,413.5,0.0,2023,2,British Columbia,Western
71409,-133.058,54.255,LANGARA,1054500,BC,3.4,0.0,8.5,0.0,-5.5,0.0,219.4,0.0,25.0,407.6,0.0,2023,2,British Columbia,Western
71414,-131.814,53.254,SANDSPIT,1057052,BC,3.5,0.0,9.6,0.0,-5.0,0.0,135.0,0.0,16.0,406.7,0.0,2023,2,British Columbia,Western
71417,-126.587,52.389,BELLA COOLA AIRPORT,1060844,BC,0.8,0.0,9.3,0.0,-13.4,0.0,173.9,0.0,16.0,481.8,0.0,2023,2,British Columbia,Western
71419,-128.524,52.643,BOAT BLUFF,1060901,BC,2.8,0.0,10.0,0.0,-11.0,0.0,841.6,0.0,23.0,426.0,0.0,2023,2,British Columbia,Western
71420,-130.638,53.493,BONILLA ISLAND,1060902,BC,4.1,1.0,10.0,1.0,-8.0,1.0,347.6,1.0,22.0,374.9,0.0,2023,2,British Columbia,Western
71430,-127.943,53.563,KEMANO,1064020,BC,-0.9,0.0,6.5,0.0,-14.0,0.0,399.7,0.0,24.0,530.2,0.0,2023,2,British Columbia,Western
71437,-128.625,54.502,TERRACE PCC,1068131,BC,1.0,14.0,5.0,14.0,-9.0,14.0,78.0,14.0,10.0,237.4,0.0,2023,2,British Columbia,Western
71439,-130.88,54.295,TRIPLE ISLAND,1068250,BC,3.7,0.0,9.0,0.0,-7.0,0.0,133.0,0.0,22.0,400.6,0.0,2023,2,British Columbia,Western
71441,-126.668,54.396,HOUSTON,1073615,BC,-4.1,6.0,7.0,6.0,-31.0,6.0,13.0,10.0,3.0,486.5,0.0,2023,2,British Columbia,Western
71444,-127.171,55.289,SUSKWA VALLEY,107G879,BC,-3.7,0.0,5.0,0.0,-23.5,0.0,84.6,0.0,19.0,606.4,0.0,2023,2,British Columbia,Western
71447,-124.136,52.114,PUNTZI MOUNTAIN (AUT),1086558,BC,-7.3,2.0,10.7,2.0,-36.7,2.0,16.5,2.0,3.0,657.6,0.0,2023,2,British Columbia,Western
71451,-124.286,54.455,FORT ST JAMES AUTO,1092975,BC,-5.5,0.0,7.9,0.0,-31.8,0.0,36.4,0.0,10.0,657.7,0.0,2023,2,British Columbia,Western
71452,-122.286,52.531,MCLEESE LAKE GRANITE MT,1095018,BC,-4.2,17.0,7.0,13.0,-27.0,13.0,63.6,13.0,11.0,243.8,0.0,2023,2,British Columbia,Western
71459,-121.686,52.184,SPOKIN LAKE 4E,1097646,BC,-7.1,0.0,5.5,0.0,-37.0,0.0,89.2,0.0,14.0,704.1,0.0,2023,2,British Columbia,Western
71463,-121.76,49.243,AGASSIZ RCS,1100119,BC,3.2,0.0,11.0,0.0,-8.4,0.0,164.9,0.0,19.0,413.4,0.0,2023,2,British Columbia,Western
71470,-122.551,49.145,FORT LANGLEY TELEGRAPH TRAIL,1102912,BC,4.1,3.0,11.0,3.0,-7.5,3.0,108.8,3.0,15.0,346.4,0.0,2023,2,British Columbia,Western
71490,-121.233,49.267,HOPE SLIDE,1113581,BC,-1.5,0.0,6.0,0.0,-17.0,0.0,138.2,0.0,17.0,546.8,0.0,2023,2,British Columbia,Western
71493,-121.582,50.224,LYTTON RCS,1114746,BC,2.4,0.0,13.2,0.0,-14.8,0.0,16.1,0.0,5.0,437.3,0.0,2023,2,British Columbia,Western
71494,-120.333,49.673,JELLICOE,1123721,BC,-3.3,0.0,7.5,0.0,-25.0,0.0,28.2,0.0,8.0,597.3,0.0,2023,2,British Columbia,Western
71501,-119.717,49.783,PEACHLAND,1126070,BC,1.3,0.0,9.0,0.0,-11.5,0.0,13.6,0.0,7.0,468.7,0.0,2023,2,British Columbia,Western
71506,-119.056,50.359,VERNON SILVER STAR LODGE,1128584,BC,-6.4,0.0,1.0,0.0,-23.0,0.0,206.0,0.0,19.0,683.6,0.0,2023,2,British Columbia,Western
71510,-118.228,49.017,BILLINGS,1140876,BC,-1.9,0.0,8.5,0.0,-18.5,0.0,11.0,10.0,2.0,555.9,0.0,2023,2,British Columbia,Western
71511,-117.633,49.296,CASTLEGAR A,1141455,BC,-1.3,0.0,8.0,0.0,-17.0,0.0,42.0,0.0,10.0,539.2,0.0,2023,2,British Columbia,Western
71517,-117.37,49.996,NEW DENVER,1145460,BC,-0.7,0.0,7.0,0.0,-16.0,0.0,85.8,0.0,16.0,522.2,0.0,2023,2,British Columbia,Western
71520,-116.501,49.082,CRESTON CAMPBELL SCIENTIFIC,114B1F0,BC,-0.6,0.0,8.7,0.0,-16.1,0.0,18.3,0.0,5.0,521.8,0.0,2023,2,British Columbia,Western
71524,-115.073,49.489,FERNIE,1152850,BC,-2.8,15.0,7.0,15.0,-19.0,15.0,8.8,15.0,3.0,270.8,0.0,2023,2,British Columbia,Western
71526,-115.962,49.632,KIMBERLEY PCC,1154203,BC,-4.3,12.0,9.0,12.0,-23.0,12.0,10.0,12.0,4.0,356.9,0.0,2023,2,British Columbia,Western
71530,-119.29,52.129,BLUE RIVER A,1160899,BC,-4.3,4.0,4.0,4.0,-28.0,4.0,101.0,4.0,15.0,535.5,0.0,2023,2,British Columbia,Western
71535,-121.505,51.144,CLINTON RCS,1161663,BC,-5.0,0.0,6.4,0.0,-28.9,0.0,34.1,0.0,4.0,643.7,0.0,2023,2,British Columbia,Western
71539,-119.778,51.576,VAVENBY,1168520,BC,-2.4,0.0,6.0,0.0,-20.0,0.0,54.0,0.0,11.0,572.3,0.0,2023,2,British Columbia,Western
71540,-120.172,50.63,KAMLOOPS PRATT ROAD,116C8P0,BC,-2.2,2.0,8.0,2.0,-20.0,2.0,36.6,2.0,7.0,526.1,0.0,2023,2,British Columbia,Western
71542,-116.982,51.299,GOLDEN A,1173210,BC,-4.9,0.0,5.5,0.0,-26.0,0.0,28.6,0.0,5.0,642.0,0.0,2023,2,British Columbia,Western
71545,-118.585,52.053,MICA DAM,1175122,BC,-2.6,10.0,4.0,6.0,-22.0,7.0,108.0,6.0,13.0,370.0,0.0,2023,2,British Columbia,Western
71546,-118.183,50.967,REVELSTOKE A,1176745,BC,-1.9,0.0,6.1,0.0,-19.1,0.0,84.3,0.0,16.0,557.4,0.0,2023,2,British Columbia,Western
71558,-122.574,58.841,FORT NELSON,1192948,BC,-16.2,0.0,-0.2,0.0,-35.4,0.0,14.4,0.0,6.0,957.3,0.0,2023,2,British Columbia,Western
71559,-130.025,58.426,DEASE LAKE (AUT),119BLM0,BC,-11.1,1.0,0.6,1.0,-37.0,1.0,38.5,1.0,11.0,786.8,0.0,2023,2,British Columbia,Western
71562,-111.779,52.315,ALLIANCE AGCM,3010162,AB,-9.2,1.0,7.1,1.0,-33.2,1.0,3.0,1.0,1.0,734.4,0.0,2023,2,Alberta,Western
71563,-112.279,53.917,ANDREW AGDM,3010237,AB,-11.9,2.0,4.8,2.0,-39.0,2.0,5.1,4.0,2.0,777.3,0.0,2023,2,Alberta,Western
71568,-110.51,52.334,CADOGAN AGCM,3010992,AB,-10.4,0.0,6.9,0.0,-31.5,0.0,4.6,0.0,1.0,795.7,0.0,2023,2,Alberta,Western
71569,-112.817,53.05,CAMROSE,3011240,AB,-10.0,0.0,6.0,0.0,-36.2,0.0,2.1,0.0,1.0,784.7,0.0,2023,2,Alberta,Western
71578,-113.579,53.31,EDMONTON INTL A,3012216,AB,-9.6,0.0,7.0,0.0,-34.3,0.0,12.0,0.0,6.0,771.6,0.0,2023,2,Alberta,Western
71581,-114.108,53.548,EDMONTON STONY PLAIN,301222F,AB,-5.4,16.0,7.5,16.0,-21.0,16.0,8.4,16.0,3.0,280.4,0.0,2023,2,Alberta,Western
71582,-112.868,53.683,ELK ISLAND NAT PARK,3012275,AB,-9.5,0.0,7.1,0.0,-34.6,0.0,6.1,0.0,3.0,770.5,0.0,2023,2,Alberta,Western
71583,-111.0,52.967,FABYAN,3012515,AB,-11.8,0.0,4.0,0.0,-35.0,0.0,1.0,0.0,1.0,833.1,0.0,2023,2,Alberta,Western
71595,-111.212,51.78,HEMARUKA AGCM,3013140,AB,-11.2,0.0,5.0,0.0,-32.8,0.0,3.3,0.0,1.0,816.8,0.0,2023,2,Alberta,Western
71596,-112.246,53.185,HOLDEN AGDM,3013340,AB,-11.1,0.0,5.7,0.0,-33.9,0.0,4.8,2.0,2.0,815.4,0.0,2023,2,Alberta,Western
71605,-110.073,53.309,LLOYDMINSTER A,3013961,AB,-11.7,0.0,3.5,0.0,-32.5,0.0,4.0,0.0,2.0,831.9,0.0,2023,2,Alberta,Western
71610,-111.726,53.425,RANFURLY AUTO,3015401,AB,-10.7,0.0,6.2,0.0,-33.1,0.0,3.8,0.0,2.0,804.7,0.0,2023,2,Alberta,Western
71613,-114.912,52.421,ROCKY MTN HOUSE (AUT),3015523,AB,-8.9,0.0,10.6,0.0,-39.5,0.0,16.5,0.0,5.0,753.6,0.0,2023,2,Alberta,Western
71634,-110.206,51.67,ESTHER 1,301B460,AB,-10.8,0.0,4.1,0.0,-31.5,0.0,3.1,0.0,1.0,806.4,0.0,2023,2,Alberta,Western
71637,-110.317,51.066,ACADIA VALLEY,3020035,AB,-9.4,0.0,4.5,0.0,-30.2,0.0,2.8,1.0,0.0,765.9,0.0,2023,2,Alberta,Western
71638,-111.006,50.81,ATLEE AGCM,3020405,AB,-8.6,1.0,4.5,1.0,-31.1,1.0,2.6,2.0,0.0,718.5,0.0,2023,2,Alberta,Western
71639,-113.357,51.379,BEISEKER AGCM,3020610,AB,-9.1,1.0,7.1,1.0,-34.2,1.0,9.3,1.0,4.0,732.7,0.0,2023,2,Alberta,Western
71645,-112.252,51.775,CRAIGMYLE AGCM,3021912,AB,-9.5,1.0,4.9,1.0,-31.7,1.0,3.8,1.0,1.0,742.9,0.0,2023,2,Alberta,Western
71652,-113.756,52.449,LACOMBE CDA 2,3023722,AB,-9.4,0.0,7.7,0.0,-35.4,0.0,8.9,0.0,5.0,766.9,0.0,2023,2,Alberta,Western
71670,-113.591,51.936,WIMBORNE AGCM,3027582,AB,-8.5,2.0,7.0,2.0,-34.3,2.0,7.3,4.0,2.0,689.6,0.0,2023,2,Alberta,Western
71674,-113.224,50.026,BARONS AGCM,3030529,AB,-4.6,1.0,9.9,1.0,-30.6,1.0,8.0,3.0,3.0,610.9,0.0,2023,2,Alberta,Western
71675,-112.465,50.893,BASSANO AGCM,3030540,AB,-8.6,0.0,7.5,0.0,-32.6,0.0,5.6,0.0,2.0,744.7,0.0,2023,2,Alberta,Western
71679,-111.45,49.734,BOW ISLAND,3030768,AB,-4.4,0.0,9.0,0.0,-31.9,0.0,9.0,0.0,3.0,626.2,0.0,2023,2,Alberta,Western
71682,-111.849,50.555,BROOKS,3030QLP,AB,-6.2,0.0,9.9,0.0,-32.9,0.0,10.1,0.0,2.0,677.5,0.0,2023,2,Alberta,Western
71683,-114.013,51.123,CALGARY INTL A,3031092,AB,-5.0,0.0,10.9,0.0,-29.7,0.0,29.8,0.0,5.0,645.2,0.0,2023,2,Alberta,Western
71687,-113.376,49.001,CARWAY,3031402,AB,-5.3,11.0,8.3,11.0,-31.4,11.0,7.1,11.0,2.0,396.9,0.0,2023,2,Alberta,Western
71699,-110.261,49.989,IRVINE AGCM,3033550,AB,-4.5,0.0,7.8,0.0,-31.6,0.0,6.9,1.0,3.0,629.4,0.0,2023,2,Alberta,Western
71713,-112.983,50.606,QUEENSTOWN,3035340,AB,-6.4,0.0,7.5,0.0,-35.5,0.0,18.0,0.0,5.0,682.1,0.0,2023,2,Alberta,Western
71717,-112.683,49.483,RAYMOND AGDM,3035422,AB,-3.3,0.0,9.3,0.0,-31.0,0.0,13.0,3.0,3.0,597.1,0.0,2023,2,Alberta,Western
71720,-110.917,49.917,SEVEN PERSONS AGDM,3035845,AB,-5.0,1.0,6.9,1.0,-31.8,1.0,12.4,2.0,4.0,620.5,0.0,2023,2,Alberta,Western
71725,-112.124,49.792,TABER,3036360,AB,-5.5,18.0,11.0,14.0,-33.5,13.0,23.0,14.0,3.0,234.8,0.0,2023,2,Alberta,Western
71729,-113.961,50.729,OKOTOKS,303M9JM,AB,-5.0,0.0,11.0,0.0,-29.0,0.0,0.0,0.0,0.0,645.1,0.0,2023,2,Alberta,Western
71739,-115.552,51.193,BANFF CS,3050519,AB,-5.9,0.0,5.8,0.0,-29.7,0.0,16.2,0.0,2.0,669.9,0.0,2023,2,Alberta,Western
71740,-114.175,49.468,BEAVER MINES,3050602,AB,-4.0,0.0,8.0,0.0,-34.1,0.0,36.8,0.0,5.0,614.9,0.0,2023,2,Alberta,Western
71743,-118.03,52.926,JASPER WARDEN,3053536,AB,-5.0,0.0,7.6,0.0,-34.6,0.0,6.6,0.0,2.0,644.2,0.0,2023,2,Alberta,Western
71750,-113.382,54.635,ATHABASCA AGCM,3060330,AB,-9.3,0.0,6.5,0.0,-32.9,0.0,10.0,0.0,5.0,764.6,0.0,2023,2,Alberta,Western
71757,-116.453,53.58,EDSON CLIMATE,3062246,AB,-7.5,0.0,8.7,0.0,-38.0,0.0,18.0,0.0,7.0,712.6,0.0,2023,2,Alberta,Western
71759,-115.062,53.614,EVANSBURG2 AGCM,3062476,AB,-9.7,0.0,9.8,0.0,-39.3,0.0,18.3,0.0,6.0,774.9,0.0,2023,2,Alberta,Western
71761,-111.213,56.651,FORT MCMURRAY CS,3062696,AB,-15.4,0.0,5.3,0.0,-38.7,0.0,19.4,0.0,7.0,935.6,0.0,2023,2,Alberta,Western
71770,-111.7,54.5,RICH LAKE AGDM,3065475,AB,-12.3,0.0,4.7,0.0,-38.8,0.0,11.3,0.0,2.0,849.7,0.0,2023,2,Alberta,Western
71772,-114.777,55.293,SLAVE LAKE,3065995,AB,-9.4,0.0,8.2,0.0,-34.2,0.0,6.9,0.0,2.0,767.8,0.0,2023,2,Alberta,Western
71778,-119.396,55.197,BEAVERLODGE RCS,3070600,AB,-7.7,0.0,7.4,0.0,-32.4,0.0,18.2,0.0,5.0,720.1,0.0,2023,2,Alberta,Western
71783,-118.439,56.081,FAIRVIEW AGDM,3072525,AB,-11.7,1.0,6.0,1.0,-39.1,1.0,9.7,3.0,3.0,802.0,0.0,2023,2,Alberta,Western
71784,-111.117,58.767,FORT CHIPEWYAN,3072655,AB,-21.5,0.0,-6.7,0.0,-41.3,0.0,6.7,0.0,2.0,1107.3,0.0,2023,2,Alberta,Western
71786,-116.04,58.382,FORT VERMILION,3072723,AB,-18.4,0.0,0.6,0.0,-38.0,0.0,17.3,0.0,8.0,1019.8,0.0,2023,2,Alberta,Western
71787,-118.885,55.18,GRANDE PRAIRIE A,3072921,AB,-8.7,0.0,7.0,0.0,-32.0,0.0,29.8,0.0,9.0,746.7,0.0,2023,2,Alberta,Western
71788,-117.298,57.265,HAWK HILLS AGCM,3073071,AB,-15.4,1.0,6.3,1.0,-40.2,1.0,10.0,1.0,2.0,901.5,0.0,2023,2,Alberta,Western
71789,-117.165,58.622,HIGH LEVEL A,3073140,AB,-17.9,0.0,1.0,0.0,-37.4,0.0,6.8,0.0,3.0,1006.4,0.0,2023,2,Alberta,Western
71797,-117.448,56.227,PEACE RIVER A,3075041,AB,-11.0,1.0,5.7,1.0,-33.2,1.0,5.0,0.0,2.0,782.2,0.0,2023,2,Alberta,Western
71803,-119.345,56.076,SAVANNA AGCM,3075770,AB,-10.7,1.0,6.0,1.0,-36.3,1.0,17.7,1.0,8.0,773.9,0.0,2023,2,Alberta,Western
71808,-110.283,54.417,COLD LAKE A,3081680,AB,-12.6,0.0,4.5,0.0,-37.3,0.0,13.7,0.0,3.0,856.2,0.0,2023,2,Alberta,Western
71811,-104.71,50.201,BRATT'S LAKE CLIMATE,4010811,SK,-12.0,0.0,4.6,0.0,-32.7,0.0,0.4,0.0,0.0,839.2,0.0,2023,2,Saskatchewan,Western
71816,-102.967,49.217,ESTEVAN,4012410,SK,-10.7,0.0,4.7,0.0,-32.5,0.0,1.0,0.0,0.0,803.5,0.0,2023,2,Saskatchewan,Western
71818,-103.753,51.257,KELLIHER,4013660,SK,-14.0,0.0,4.0,0.0,-33.5,0.0,19.8,0.0,5.0,894.6,0.0,2023,2,Saskatchewan,Western
71819,-102.733,50.2,KIPLING,4014040,SK,-12.5,1.0,2.0,1.0,-32.5,1.0,8.6,1.0,1.0,822.8,0.0,2023,2,Saskatchewan,Western
71820,-105.25,51.417,LAST MOUNTAIN CS,4014156,SK,-14.7,0.0,3.5,0.0,-36.9,0.0,4.7,0.0,2.0,916.0,0.0,2023,2,Saskatchewan,Western
71821,-104.633,52.0,LEROY,4014322,SK,-14.7,0.0,2.0,0.0,-35.5,0.0,7.6,0.0,3.0,916.8,0.0,2023,2,Saskatchewan,Western
71823,-105.538,50.332,MOOSE JAW CS,4015322,SK,-9.2,0.0,4.9,0.0,-30.4,0.0,2.2,0.0,0.0,762.7,0.0,2023,2,Saskatchewan,Western
71825,-102.117,49.317,OXBOW,4015800,SK,-12.0,0.0,4.5,0.0,-35.0,0.0,3.0,0.0,2.0,840.4,0.0,2023,2,Saskatchewan,Western
71827,-103.983,50.567,QU'APPELLE 1,4016322,SK,-11.8,0.0,5.0,0.0,-32.5,0.0,7.4,0.0,3.0,834.5,0.0,2023,2,Saskatchewan,Western
71831,-104.183,49.817,YELLOW GRASS NORTH,4019041,SK,-10.9,0.0,5.2,0.0,-32.1,0.0,0.0,0.0,0.0,808.6,0.0,2023,2,Saskatchewan,Western
71832,-102.464,51.265,YORKTON,4019073,SK,-14.1,0.0,3.4,0.0,-35.3,0.0,8.1,0.0,3.0,898.3,0.0,2023,2,Saskatchewan,Western
71836,-105.946,49.729,ASSINIBOIA AIRPORT,4020286,SK,-8.9,0.0,5.2,0.0,-29.7,0.0,3.4,0.0,1.0,754.5,0.0,2023,2,Saskatchewan,Western
71837,-107.311,50.832,BEECHY,4020560,SK,-10.3,0.0,5.0,0.0,-33.0,0.0,5.0,0.0,3.0,792.3,0.0,2023,2,Saskatchewan,Western
71838,-106.583,51.133,ELBOW CS,4022359,SK,-11.8,0.0,5.2,0.0,-31.3,0.0,6.6,0.0,2.0,834.4,0.0,2023,2,Saskatchewan,Western
71840,-109.466,49.903,MAPLE CREEK,4024919,SK,-5.0,0.0,9.5,0.0,-31.4,0.0,6.9,0.0,3.0,642.7,0.0,2023,2,Saskatchewan,Western
71843,-107.733,50.267,SWIFT CURRENT CDA,4028060,SK,-8.5,0.0,5.5,0.0,-30.2,0.0,2.6,0.0,0.0,742.6,0.0,2023,2,Saskatchewan,Western
71844,-109.501,50.909,LEADER AIRPORT,402DAF0,SK,-10.0,0.0,5.0,0.0,-31.5,0.0,1.9,0.0,0.0,783.8,0.0,2023,2,Saskatchewan,Western
71845,-105.483,49.05,CORONACH SPC,40318MN,SK,-8.3,0.0,7.0,0.0,-31.4,0.0,3.7,0.0,1.0,736.8,0.0,2023,2,Saskatchewan,Western
71850,-107.586,49.058,VAL MARIE SOUTHEAST,4038412,SK,-10.4,0.0,4.5,0.0,-32.4,0.0,2.0,0.0,0.0,795.1,0.0,2023,2,Saskatchewan,Western
71851,-109.2,53.45,BUTTE ST PIERRE,4041000,SK,-13.6,0.0,5.0,0.0,-39.5,0.0,7.2,0.0,3.0,884.0,0.0,2023,2,Saskatchewan,Western
71853,-109.181,51.515,KINDERSLEY A,4043901,SK,-12.4,0.0,2.7,0.0,-32.1,0.0,7.8,0.0,3.0,850.7,0.0,2023,2,Saskatchewan,Western
71855,-108.256,52.772,NORTH BATTLEFORD RCS,4045607,SK,-12.8,0.0,5.4,0.0,-34.6,0.0,1.9,0.0,1.0,861.4,0.0,2023,2,Saskatchewan,Western
71857,-107.917,51.567,ROSETOWN EAST,4046884,SK,-12.8,0.0,4.5,0.0,-33.7,0.0,2.3,0.0,0.0,861.9,0.0,2023,2,Saskatchewan,Western
71858,-108.835,52.36,SCOTT CDA,4047240,SK,-13.3,0.0,4.0,0.0,-32.9,0.0,4.0,0.0,2.0,876.8,0.0,2023,2,Saskatchewan,Western
71861,-104.6,52.817,MELFORT,4055079,SK,-15.1,0.0,4.2,0.0,-37.9,0.0,5.2,0.0,2.0,928.1,0.0,2023,2,Saskatchewan,Western
71863,-105.15,52.417,PILGER,4056121,SK,-14.3,1.0,2.7,1.0,-34.5,1.0,3.9,1.0,1.0,872.8,0.0,2023,2,Saskatchewan,Western
71865,-105.677,53.21,PRINCE ALBERT GLASS FIELD,4056243,SK,-14.9,0.0,7.2,0.0,-38.1,0.0,3.1,0.0,1.0,922.3,0.0,2023,2,Saskatchewan,Western
71867,-106.719,52.174,SASKATOON RCS,4057165,SK,-14.0,1.0,4.0,1.0,-36.2,1.0,4.5,1.0,1.0,863.1,0.0,2023,2,Saskatchewan,Western
71868,-108.421,55.841,BUFFALO NARROWS (AUT),4060983,SK,-15.6,0.0,3.6,0.0,-37.4,0.0,12.7,0.0,3.0,941.6,0.0,2023,2,Saskatchewan,Western
71870,-104.483,58.083,CIGAR LAKE,4061570,SK,-25.4,0.0,-7.0,0.0,-45.0,0.0,30.0,0.0,7.0,1214.5,0.0,2023,2,Saskatchewan,Western
71872,-103.7,58.183,COLLINS BAY CAMECO,4061632,SK,-23.4,4.0,-7.0,2.0,-39.0,2.0,52.0,2.0,9.0,992.9,0.0,2023,2,Saskatchewan,Western
71873,-102.35,55.533,ISLAND FALLS (AUT),4063605,SK,-19.9,0.0,-0.4,0.0,-40.8,0.0,33.7,0.0,9.0,1061.4,0.0,2023,2,Saskatchewan,Western
71874,-105.6,57.25,KEY LAKE,4063753,SK,-22.5,0.0,-3.7,0.0,-46.0,0.0,17.4,0.0,6.0,1133.4,0.0,2023,2,Saskatchewan,Western
71877,-105.267,55.151,LA RONGE A,4064155,SK,-17.1,0.0,4.0,0.0,-37.3,0.0,31.0,0.0,9.0,982.1,0.0,2023,2,Saskatchewan,Western
71878,-109.138,54.02,LOON LAKE RCS,4064620,SK,-12.6,0.0,6.4,0.0,-38.7,0.0,10.9,0.0,3.0,856.7,0.0,2023,2,Saskatchewan,Western
71880,-103.283,56.333,SOUTHEND,4067655,SK,-20.5,0.0,-1.4,0.0,-39.7,0.0,39.9,0.0,8.0,1077.4,0.0,2023,2,Saskatchewan,Western
71881,-107.55,53.367,SPIRITWOOD WEST,4067723,SK,-13.7,0.0,4.3,0.0,-37.6,0.0,4.0,0.0,1.0,887.8,0.0,2023,2,Saskatchewan,Western
71883,-106.067,53.917,WASKESIU LAKE,4068559,SK,-13.9,0.0,6.2,0.0,-36.5,0.0,7.8,1.0,4.0,892.9,0.0,2023,2,Saskatchewan,Western
71884,-108.517,54.133,MEADOW LAKE,406N0NM,SK,-14.8,0.0,5.0,0.0,-41.6,0.0,7.9,0.0,4.0,917.6,0.0,2023,2,Saskatchewan,Western
71886,-104.008,53.333,NIPAWIN,4075525,SK,-16.2,0.0,7.0,0.0,-38.5,0.0,0.7,0.0,0.0,957.8,0.0,2023,2,Saskatchewan,Western
71888,-102.317,52.817,HUDSON BAY(AUT),4083324,SK,-15.2,0.0,6.2,0.0,-38.5,0.0,1.6,0.0,0.0,930.0,0.0,2023,2,Saskatchewan,Western
71889,-99.292,49.276,BALDUR,5010140,MB,-12.3,0.0,5.0,0.0,-31.5,0.0,12.0,0.0,2.0,847.9,0.0,2023,2,Manitoba,Western
71890,-99.952,49.91,BRANDON MUNI A,5010481,MB,-14.8,0.0,3.2,0.0,-36.9,0.0,10.0,0.0,3.0,918.9,0.0,2023,2,Manitoba,Western
71892,-99.357,49.906,CARBERRY CS,5010547,MB,-14.2,0.0,4.2,0.0,-37.2,0.0,7.5,0.0,3.0,900.5,0.0,2023,2,Manitoba,Western
71894,-101.203,49.927,ELKHORN 2 EAST,5010QFQ,MB,-12.2,0.0,4.0,0.0,-34.0,0.0,13.6,0.0,5.0,844.9,0.0,2023,2,Manitoba,Western
71898,-101.363,51.183,ROBLIN,5012469,MB,-16.1,0.0,1.9,0.0,-39.2,0.0,7.6,0.0,3.0,956.1,0.0,2023,2,Manitoba,Western
71902,-100.986,49.281,MELITA,501A7AR,MB,-12.5,0.0,4.1,0.0,-36.2,0.0,5.5,0.0,3.0,854.4,0.0,2023,2,Manitoba,Western
71907,-97.238,49.0,EMERSON AUTO,5020881,MB,-13.9,0.0,2.1,0.0,-33.8,0.0,5.4,0.0,1.0,894.4,0.0,2023,2,Manitoba,Western
71910,-96.901,49.518,KLEEFELD (MAFRI),5021500,MB,-13.9,0.0,3.6,0.0,-33.1,0.0,5.8,0.0,2.0,892.3,0.0,2023,2,Manitoba,Western
71911,-97.807,50.013,MARQUETTE,5021695,MB,-13.0,0.0,3.0,0.0,-30.5,0.0,9.6,0.0,3.0,869.1,0.0,2023,2,Manitoba,Western
71912,-98.084,49.188,MORDEN CDA CS,5021849,MB,-12.0,0.0,4.7,0.0,-27.6,0.0,3.8,0.0,1.0,841.2,0.0,2023,2,Manitoba,Western
71916,-95.598,49.024,SPRAGUE,5022759,MB,-12.6,1.0,5.4,1.0,-36.3,1.0,4.9,1.0,2.0,825.8,0.0,2023,2,Manitoba,Western
71917,-97.167,50.117,STONY MOUNTAIN,5022791,MB,-14.4,0.0,3.0,0.0,-35.0,0.0,2.0,0.0,1.0,907.6,0.0,2023,2,Manitoba,Western
71925,-97.555,51.083,FISHER BRANCH (AUT),50309J6,MB,-15.1,0.0,2.9,0.0,-34.3,0.0,4.1,0.0,1.0,926.0,0.0,2023,2,Manitoba,Western
71927,-97.05,50.633,GIMLI CLIMATE,5031042,MB,-15.0,0.0,2.5,0.0,-34.6,0.0,1.8,0.0,1.0,925.2,0.0,2023,2,Manitoba,Western
71928,-95.977,50.522,GREAT FALLS CLIMATE,5031201,MB,-14.0,0.0,5.7,0.0,-34.0,0.0,2.3,0.0,1.0,897.2,0.0,2023,2,Manitoba,Western
71929,-95.197,49.624,INDIAN BAY,5031320,MB,-13.2,0.0,5.0,0.0,-38.0,0.0,9.0,0.0,5.0,874.5,0.0,2023,2,Manitoba,Western
71930,-99.268,53.186,GRAND RAPIDS (AUT),5031A10,MB,-15.0,8.0,4.1,8.0,-37.0,8.0,2.6,8.0,1.0,660.1,0.0,2023,2,Manitoba,Western
71935,-100.057,51.1,DAUPHIN CS,5040681,MB,-14.1,0.0,5.8,0.0,-35.0,0.0,11.2,0.0,4.0,899.8,0.0,2023,2,Manitoba,Western
71938,-101.098,52.666,MAFEKING,5041685,MB,-12.7,3.0,9.0,3.0,-35.0,3.0,1.0,3.0,1.0,767.4,0.0,2023,2,Manitoba,Western
71939,-99.53,50.712,MCCREARY,5043158,MB,-12.4,0.0,7.6,0.0,-32.0,0.0,13.7,0.0,3.0,850.6,0.0,2023,2,Manitoba,Western
